smiles,lipophilicity_astrazeneca,MW,HBA,HBD,AromaticRings
SMILES_1120,1.862002197685842,463.8394497930986,11,7,3
SMILES_1121,3.933568677709678,275.6042106507834,7,4,3
SMILES_1122,4.689590174583098,442.5110181621615,7,9,3
SMILES_1123,2.8520874014929842,282.03828625016195,12,1,0
SMILES_1124,6.002883688872542,183.88122860537743,0,6,3
SMILES_1125,3.0660969523694064,263.6087066799953,9,9,1
SMILES_1126,4.711178700678712,183.8340245340365,8,2,2
SMILES_1127,3.4395132108879825,232.13366851170917,1,9,2
SMILES_1128,3.8782822992853014,324.1110847878295,18,7,1
SMILES_1129,0.4930015985478421,361.39261084428244,13,5,2
SMILES_1130,3.5565806073230446,109.17704120948423,9,3,1
SMILES_1131,1.8975373481141011,297.91583909890824,9,1,0
SMILES_1132,1.7304025413334685,229.6061117328297,7,6,2
SMILES_1133,5.616154776698968,222.1902229249425,13,0,1
SMILES_1134,2.6793446279064765,315.9221542959692,12,6,1
SMILES_1135,1.4950472535367552,233.94577527729453,5,9,3
SMILES_1136,2.461302557836688,465.8565593816009,12,9,0
SMILES_1137,1.0493246566171295,442.56742515012724,2,6,1
SMILES_1138,5.150826702294405,441.81939527304473,19,9,2
SMILES_1139,1.9564788837502274,240.61077654116377,12,2,3
SMILES_1140,3.793949900915504,184.50013980968131,18,3,3
SMILES_1141,5.034160071315488,309.84359152657385,15,3,3
SMILES_1142,2.249770978177906,281.9581960456479,3,3,0
SMILES_1143,3.798033648409179,226.9412205091962,2,8,1
SMILES_1144,1.4548709176433552,158.91186639996462,14,5,0
SMILES_1145,6.668654353670526,295.01784368783143,14,9,1
SMILES_1146,4.404570201924933,251.5116659697032,17,8,3
SMILES_1147,2.711090341858791,382.60164444456234,6,3,2
SMILES_1148,1.8407494036665544,379.81272618257753,19,6,2
SMILES_1149,2.8290051707405603,432.095976650726,4,9,0
SMILES_1150,2.490024416472721,148.8845337743954,7,8,3
SMILES_1151,5.92941683099926,348.12699692323594,9,9,1
SMILES_1152,1.1616979166776467,212.70411525195934,0,2,0
SMILES_1153,3.202202134935305,153.55029470266985,10,2,3
SMILES_1154,2.972492900049435,248.56773156615478,2,5,0
SMILES_1155,2.823884549482696,428.2445976161541,2,7,2
SMILES_1156,2.8370750175924866,255.32179757154188,14,0,3
SMILES_1157,2.8258937848192747,487.8545591950935,16,3,0
SMILES_1158,4.30959909949815,365.86542186244003,17,7,1
SMILES_1159,3.9134766697386527,252.70914252233075,7,5,2
SMILES_1160,3.6283674170591795,439.205811468769,12,1,1
SMILES_1161,-1.5509840432179034,353.44761265371426,9,7,0
SMILES_1162,3.4496923112447457,188.09287338639533,2,0,3
SMILES_1163,0.5165409597448762,523.0563162696618,19,0,2
SMILES_1164,3.969480244703738,331.1374587703772,13,6,1
SMILES_1165,5.211746051355772,302.255543038259,12,9,1
SMILES_1166,1.6106413311171737,197.33607961132608,2,2,3
SMILES_1167,2.60732891648594,441.54459211292857,12,7,0
SMILES_1168,2.1009664424205043,362.0730512833568,19,8,1
SMILES_1169,4.853147663635201,375.5085816354289,8,7,0
SMILES_1170,3.1425418279081097,239.0962387769078,15,0,0
SMILES_1171,5.5924940708495,400.0920686292082,7,0,0
SMILES_1172,3.620631304421081,409.4176312284962,11,5,3
SMILES_1173,3.363675270953729,219.7466113462653,11,0,0
SMILES_1174,3.1023101739042547,129.96118323828108,18,7,2
SMILES_1175,4.226988148886005,369.7647671206709,16,5,3
SMILES_1176,0.393470702631985,111.19836604731123,14,4,1
SMILES_1177,3.128015933280765,318.2418933405335,17,5,3
SMILES_1178,2.894930334408053,246.33058742552313,6,3,1
SMILES_1179,4.0881282407366495,446.23982529467054,12,0,2
SMILES_1180,2.7184475911889447,252.85873310793514,18,6,0
SMILES_1181,1.4418983487559949,432.8727566404565,15,9,0
SMILES_1182,3.0110260123795487,238.29486667643687,10,8,0
SMILES_1183,1.375739206697485,419.9989206071533,4,3,0
SMILES_1184,0.11210668111877187,547.2409852604198,1,3,3
SMILES_1185,4.090683722228239,171.83434339605114,0,8,2
SMILES_1186,3.868592359042006,335.04428660770895,15,3,1
SMILES_1187,3.700636415990362,629.8538899092077,4,9,3
SMILES_1188,4.954392632918717,307.9906592283506,6,3,0
SMILES_1189,2.0024521645441125,307.4145924275578,8,7,0
SMILES_1190,0.8533287858431174,394.6198736821224,3,3,0
SMILES_1191,2.8949553347879333,304.9297036913705,18,8,1
SMILES_1192,2.478749550441134,95.1328806515337,19,7,1
SMILES_1193,1.736556424844897,435.8744849806726,14,4,3
SMILES_1194,2.880226269768306,59.64619033617687,6,8,2
SMILES_1195,2.082592280693123,249.985001863399,17,7,1
SMILES_1196,0.24599207496475317,444.8910898987978,4,9,3
SMILES_1197,2.3382349638093594,257.21490856286573,12,3,1
SMILES_1198,1.295437249944214,216.75642090427147,2,3,3
SMILES_1199,3.347472107416384,405.5116686199873,5,0,0
SMILES_1200,2.0159478626390177,197.8662255798736,11,3,1
SMILES_1201,4.667447211211577,153.33291364896556,17,7,0
SMILES_1202,5.405799100901799,332.941678499194,17,4,2
SMILES_1203,4.0190720595178595,278.0492041904891,3,5,0
SMILES_1204,0.67346072702502,150.75922629733896,19,3,2
SMILES_1205,5.25779399831856,376.4343047993844,13,4,1
SMILES_1206,5.363580675560647,355.73851266926806,13,9,2
SMILES_1207,3.028185766961911,256.8293980073242,0,7,0
SMILES_1208,4.984389240503298,265.0401592650064,10,8,1
SMILES_1209,2.1724872929299828,356.4471290410988,8,2,3
SMILES_1210,0.20063109772561583,442.84337037024795,17,9,1
SMILES_1211,1.8595733420676095,266.064814786881,4,3,3
SMILES_1212,5.593951299067134,378.56261916097736,9,0,0
SMILES_1213,0.7633801145827903,367.82402605015193,14,4,1
SMILES_1214,2.9992819228972416,405.51687512507715,9,3,3
SMILES_1215,3.051215840010318,304.71710384921585,15,5,0
SMILES_1216,2.2305386340482825,190.52093831203706,3,5,2
SMILES_1217,2.3347176002443275,244.5001016160037,3,9,3
SMILES_1218,3.1083737013543042,341.14241589379776,7,5,2
SMILES_1219,2.1567564870979092,518.2157254057912,5,2,1
SMILES_1220,0.8669122542481034,241.91764521644657,10,6,3
SMILES_1221,3.322547914415184,396.5744932232879,12,2,0
SMILES_1222,4.610049873667458,260.6332259187888,18,5,0
SMILES_1223,4.304358777980132,313.2562507063363,10,9,2
SMILES_1224,1.7853967989152828,481.8476099116311,1,0,0
SMILES_1225,1.1231581269334865,391.715109770452,2,7,1
SMILES_1226,2.5737181767678323,151.04408727108517,14,6,1
SMILES_1227,5.351687264693496,231.3029971426091,12,8,2
SMILES_1228,3.9683971184393183,450.74656133296304,9,2,3
SMILES_1229,4.05594701519135,317.02536511541945,4,7,0
SMILES_1230,4.334785427678242,162.13918564609637,10,1,1
SMILES_1231,3.6311498437778793,201.7257066031535,13,8,3
SMILES_1232,3.180912821420368,384.4192227253406,19,0,1
SMILES_1233,3.993460344971952,419.3292337461156,14,9,1
SMILES_1234,2.1807508436729703,302.14263617786094,12,6,3
SMILES_1235,0.8783054829505188,597.0376561123322,2,9,3
SMILES_1236,4.0844954019364845,398.89828361467664,8,0,0
SMILES_1237,4.856607158623838,270.78227164405195,7,5,2
SMILES_1238,1.322652090965953,202.1152742280787,14,0,2
SMILES_1239,4.23288222362385,183.01388344331502,0,3,1
SMILES_1240,5.521148570082285,340.25055845764433,1,6,2
SMILES_1241,2.9966306973643184,241.34675461039117,8,1,1
SMILES_1242,1.7729967228873806,500.84925047801096,16,2,3
SMILES_1243,3.1845280102901334,475.9574163501431,8,3,1
SMILES_1244,2.174199047698948,375.9679856996673,0,5,0
SMILES_1245,2.0749048350653974,158.52045924517253,7,8,1
SMILES_1246,3.6497761009073137,219.3337352937114,4,3,1
SMILES_1247,0.5944057874551576,450.6813030889321,10,5,0
SMILES_1248,0.8341066162616593,232.43205602458775,5,6,0
SMILES_1249,3.028936320560914,434.6570080703429,16,3,2
SMILES_1250,2.966537191631353,356.9524707641713,17,5,3
SMILES_1251,3.515331865559904,306.20614617758247,17,2,3
SMILES_1252,5.812838082725083,215.66006244774707,4,4,0
SMILES_1253,3.1567710541137317,288.6907387770298,4,9,3
SMILES_1254,3.8972582255021915,322.75775458498777,18,3,1
SMILES_1255,1.5367005965780522,423.9046677961346,12,6,3
SMILES_1256,4.1519064952748055,193.71172792394944,6,5,0
SMILES_1257,2.210413702333984,268.4619788968662,13,6,3
SMILES_1258,3.107131248871639,305.3787758318742,7,5,0
SMILES_1259,2.8367270623962586,379.52140292233975,2,1,2
SMILES_1260,4.549461352371046,190.98427949726678,3,6,0
SMILES_1261,1.0350351684375008,142.0116248535342,9,7,1
SMILES_1262,-0.42485795192255926,380.875818205206,3,6,1
SMILES_1263,2.679850954368113,117.8461062063956,17,3,1
SMILES_1264,3.702796885357686,454.1975657714602,11,3,0
SMILES_1265,3.22840406371125,281.288868302051,19,4,0
SMILES_1266,4.848306356120867,114.29627012706644,19,8,1
SMILES_1267,3.6560590112695026,242.34957367158069,14,4,3
SMILES_1268,2.15422750221021,345.4948359683085,12,1,0
SMILES_1269,-0.4881302312095199,236.07586949340265,11,4,3
SMILES_1270,2.6440316487071724,302.4035698589217,7,2,2
SMILES_1271,4.541938503386697,388.8094038846344,8,9,2
SMILES_1272,2.411928325999328,275.7371597534856,19,7,2
SMILES_1273,3.0424803955166464,187.55307882406396,8,9,2
SMILES_1274,3.6320403814600626,264.1219203153791,16,9,1
SMILES_1275,1.477061438625276,469.7808163751112,0,1,0
SMILES_1276,3.934853844958226,502.2077214399821,5,3,2
SMILES_1277,5.455682685002559,57.60885912692699,6,4,1
SMILES_1278,2.7407799721598907,430.9233491029772,8,3,2
SMILES_1279,1.3064033672515476,330.01772592424277,9,4,0
SMILES_1280,2.9000984594670394,410.877921494418,3,9,2
SMILES_1281,-0.33657616291330306,233.94140876788447,15,3,2
SMILES_1282,3.505354895964924,87.80837885982167,11,2,3
SMILES_1283,3.6784115664728683,370.1386546376954,8,0,3
SMILES_1284,5.513454440768343,187.08272864607397,2,3,3
SMILES_1285,2.7090078111500624,133.40490822181772,8,8,3
SMILES_1286,3.6127280072197054,141.79183410318404,16,0,2
SMILES_1287,1.7080678464211487,372.10965388984016,13,6,2
SMILES_1288,2.465359319212382,316.7342959235037,4,2,3
SMILES_1289,0.712221845006703,393.89592262496086,0,7,0
SMILES_1290,2.7078155680751466,380.2890305395638,0,5,1
SMILES_1291,2.5420362697221526,249.4879722499481,2,0,2
SMILES_1292,3.448799649133344,291.5431711347053,8,9,3
SMILES_1293,2.0646046795010404,238.62749654609524,5,4,1
SMILES_1294,3.1250180264626377,274.7606672561411,8,7,3
SMILES_1295,2.4999299165885014,183.9294314422721,3,2,3
SMILES_1296,2.5027509175507285,346.85811526492023,19,3,0
SMILES_1297,3.1205434889445454,429.0144898778108,18,6,0
SMILES_1298,3.060784413475515,202.0064364214816,4,5,2
SMILES_1299,4.141761058577458,453.7523574481611,4,6,3
SMILES_1300,2.819035448805248,313.622579577353,13,8,1
SMILES_1301,2.4751719763154956,328.9294771686976,9,8,2
SMILES_1302,2.728788832369161,96.06845764709782,15,1,0
SMILES_1303,1.9280038247385112,83.12852285211191,5,2,2
SMILES_1304,2.460133359649993,317.29396353356185,19,3,2
SMILES_1305,6.046738069609846,394.7678549558409,13,5,3
SMILES_1306,1.6309818589561993,219.4343467626057,17,4,1
SMILES_1307,2.582015499181036,500.41126806997073,8,5,0
SMILES_1308,2.4187670050954644,388.19231691051783,6,7,2
SMILES_1309,2.6292425816334006,190.99904979504177,17,1,2
SMILES_1310,2.5031410366824076,303.70184004642084,9,5,3
SMILES_1311,3.4188601518315,597.2314960468094,1,8,2
SMILES_1312,0.43473734791230856,150.89231966403534,12,4,1
SMILES_1313,4.555757208798006,363.39239266981264,5,0,3
SMILES_1314,3.948874199463296,261.2706536731989,8,7,0
SMILES_1315,1.135692620905298,384.82755491022147,19,3,2
SMILES_1316,-0.40361590942860204,452.07283755820583,7,7,2
SMILES_1317,1.5343917807878982,253.6515493546359,9,3,3
SMILES_1318,2.6360003078593164,434.2694726048609,15,7,2
SMILES_1319,6.870437848036163,566.5444073126353,14,8,0
SMILES_1320,3.81488544746141,307.9529684813082,12,4,1
SMILES_1321,0.2886155262278136,394.18664249930225,17,4,1
SMILES_1322,1.965516742648584,229.147107575607,5,1,3
SMILES_1323,2.920181345590525,302.3111170837455,19,8,2
SMILES_1324,3.3805253314471453,278.7989888750109,8,3,3
SMILES_1325,1.0278767095343655,395.63231107903147,17,2,3
SMILES_1326,2.797514658034408,444.56111229083103,6,1,3
SMILES_1327,1.9235412935841891,286.8414181059049,4,2,3
SMILES_1328,1.3443621560965253,484.0347414879508,10,3,3
SMILES_1329,3.389393470048431,483.60569298739546,12,8,2
SMILES_1330,4.160815760164233,401.6224491815881,2,5,1
SMILES_1331,4.261561915442429,238.0768161933926,0,9,1
SMILES_1332,3.861579526700814,226.58054199121167,3,4,1
SMILES_1333,2.2539457002896057,202.51423743719536,18,8,2
SMILES_1334,4.071824642195259,413.8999284285793,17,7,2
SMILES_1335,3.463581657156432,154.58781510127628,5,5,3
SMILES_1336,3.20091282442802,381.22051849332087,9,2,1
SMILES_1337,2.082460317447303,170.26687826110646,6,6,3
SMILES_1338,2.2546858089877078,398.8255343810368,11,9,1
SMILES_1339,3.110830404186831,302.06634992766726,7,5,0
SMILES_1340,6.659811700478253,460.03662742317925,12,7,2
SMILES_1341,3.4518637201370854,436.9745493985525,17,5,0
SMILES_1342,2.083217246624571,472.20784944025337,13,9,1
SMILES_1343,1.7514158325458358,475.29824619469355,10,3,3
SMILES_1344,2.2623500810156956,317.2357000785837,9,9,2
SMILES_1345,6.265940171323599,160.94483202904743,5,6,2
SMILES_1346,2.4011150310810567,173.6972334003146,12,6,3
SMILES_1347,4.360305801915428,49.57817648208749,9,7,0
SMILES_1348,2.4361076317929653,169.96009998862877,11,1,0
SMILES_1349,3.391776811919443,308.2588389245579,0,5,0
SMILES_1350,4.187617911013083,232.84149830098053,17,2,0
SMILES_1351,2.142145725285114,278.38372747081786,12,7,2
SMILES_1352,2.0383325187708454,359.1258503353681,3,3,1
SMILES_1353,5.488304541682995,263.51216903210906,5,3,3
SMILES_1354,4.476889342343695,165.38054395048988,17,1,1
SMILES_1355,4.186008478036092,293.61195989238814,4,5,1
SMILES_1356,4.180914439684371,192.1811415872586,17,5,0
SMILES_1357,3.689363232466598,267.50562036251245,4,0,1
SMILES_1358,6.026663719762597,461.1332357307604,6,7,0
SMILES_1359,3.065862452815735,267.539363508459,8,2,0
SMILES_1360,3.865893550801379,512.5149064017294,2,0,1
SMILES_1361,0.8236306071089812,471.79631843255635,11,9,3
SMILES_1362,1.7625589701131386,230.48336297051483,19,0,1
SMILES_1363,1.1987715002474393,166.66514803010693,13,0,1
SMILES_1364,4.911095375274224,293.69350056957677,7,4,2
SMILES_1365,-0.8288102280311247,438.39933160762666,11,4,0
SMILES_1366,2.396534965870916,241.1770912525574,6,0,2
SMILES_1367,-1.4905599039909347,408.9708357914567,8,4,3
SMILES_1368,1.7530681567771649,445.0127986963306,11,6,1
SMILES_1369,2.2635765754022006,207.1169219564873,3,4,2
SMILES_1370,5.0773066406910665,218.87386940536956,4,8,2
SMILES_1371,3.594941908832186,385.5194438552408,8,3,1
SMILES_1372,1.7502877150065506,318.22170595698844,6,8,1
SMILES_1373,4.598945579597739,217.67261681475856,13,7,0
SMILES_1374,3.0267483817946363,257.73834622564954,19,0,0
SMILES_1375,3.0563502880608784,291.5376536727097,16,3,2
SMILES_1376,1.1959927383420124,112.21746900534473,0,6,1
SMILES_1377,1.5149794291452914,391.8771727779234,14,0,0
SMILES_1378,1.7623540500817134,242.55693732729705,14,7,0
SMILES_1379,3.0696919097312843,-34.04594685577186,0,1,3
SMILES_1380,3.116828590471012,297.1354838028657,14,7,2
SMILES_1381,5.316138995286068,211.01144893277907,1,3,2
SMILES_1382,3.5775827519067516,502.6586630763212,3,7,2
SMILES_1383,-1.061348540508162,229.74659748960383,16,0,1
SMILES_1384,3.393962981807536,168.2827963705667,15,4,3
SMILES_1385,0.8249754657487008,360.9519203954419,17,8,0
SMILES_1386,1.5510436130826957,220.74631583909002,15,6,3
SMILES_1387,1.7817457924105056,206.46525584973213,7,2,0
SMILES_1388,2.0049925147315473,361.1401659389287,5,3,0
SMILES_1389,0.9372759119395454,175.14392305325208,19,9,3
SMILES_1390,3.3052230051784313,125.12716101606564,1,6,2
SMILES_1391,0.8837965723635612,507.11976025132043,18,5,1
SMILES_1392,3.5350014108747705,369.53984851207736,12,3,3
SMILES_1393,6.355456615592445,268.2948858006762,5,2,2
SMILES_1394,1.0059614115989044,299.58273483576767,5,1,2
SMILES_1395,2.573234543491167,360.70372297393874,12,9,1
SMILES_1396,-0.7851860437687048,416.8004939536105,0,8,1
SMILES_1397,2.5485970605448003,209.28296504219858,8,2,2
SMILES_1398,3.964075728947226,343.93758311588186,11,6,1
SMILES_1399,4.080958847035901,239.1954988547714,11,0,2
SMILES_1400,3.116045595426145,277.32225065848513,3,7,0
SMILES_1401,4.333895137138463,319.28314409578854,18,0,1
SMILES_1402,6.819081803914187,299.19857123367933,15,1,0
SMILES_1403,5.568457031156399,388.2680277963086,11,0,1
SMILES_1404,2.216218605885545,358.45038709387126,0,3,2
SMILES_1405,0.8233440202998925,119.01969487533867,3,1,2
SMILES_1406,2.3907728751392945,137.06121515214696,8,0,2
SMILES_1407,1.5795258515739778,255.63399782888484,6,0,2
SMILES_1408,3.677021321796949,519.435031493019,9,1,2
SMILES_1409,1.2282096908557532,197.8089800998077,12,5,2
SMILES_1410,2.890766351114487,275.01327484646964,7,1,1
SMILES_1411,4.257021081804465,235.63847676521738,19,1,1
SMILES_1412,2.8489561907742345,233.5146739094304,9,7,0
SMILES_1413,1.5805292658783052,321.38876926860667,9,4,3
SMILES_1414,4.7622210863785375,468.09327314347814,7,7,1
SMILES_1415,0.1815285828692591,354.7162079856707,19,7,1
SMILES_1416,2.5083074161838055,203.57628462874894,14,1,3
SMILES_1417,2.937509964927998,630.3875412963848,0,6,3
SMILES_1418,3.0238629875994465,309.4287865153351,14,8,0
SMILES_1419,3.270744084117122,230.7334852341464,16,7,0
SMILES_1420,3.91565972971424,469.45156496131074,12,8,2
SMILES_1421,2.946888841431974,243.71152584674178,11,7,0
SMILES_1422,2.447912576784479,499.5496385984931,2,3,0
SMILES_1423,2.3886159830104567,195.52286508400002,18,9,3
SMILES_1424,2.082726296942468,471.60364667056433,4,6,1
SMILES_1425,4.181314986490298,324.12571971380333,2,8,2
SMILES_1426,2.0302072807852283,454.92626792429206,4,8,0
SMILES_1427,4.270156663512367,528.2118850441854,8,3,3
SMILES_1428,3.0284986233898064,164.08712513744953,5,6,2
SMILES_1429,2.2181177897158055,453.0926184909987,15,5,2
SMILES_1430,3.927610823616202,130.93153146895142,9,2,3
SMILES_1431,1.9088191129153231,174.3378773702126,15,9,0
SMILES_1432,3.9572760610923194,203.59086482490756,2,5,0
SMILES_1433,3.3190891817876773,360.4363963413433,17,7,0
SMILES_1434,2.105512966362119,303.96190523218314,10,1,0
SMILES_1435,3.792952223001839,279.94366990045967,18,2,2
SMILES_1436,3.819884588532958,317.5482334826833,14,7,1
SMILES_1437,4.736279408714936,370.95475071521673,10,3,2
SMILES_1438,4.449220518613944,380.18977487296235,9,3,2
SMILES_1439,3.7369110310894245,431.30002027381573,8,1,3
SMILES_1440,1.3086135731868551,518.4041775320927,2,9,2
SMILES_1441,6.672880482261085,297.4365153070228,8,0,0
SMILES_1442,0.8945756833922847,237.46932454429006,17,6,3
SMILES_1443,4.423894761423464,373.6243355022226,11,3,3
SMILES_1444,3.6469257253294476,162.68942204824558,15,5,3
SMILES_1445,1.2387864412783283,218.55550414660664,3,7,3
SMILES_1446,2.813548591682252,419.9257135671348,0,6,3
SMILES_1447,2.88187067063304,285.1045950218755,12,6,0
SMILES_1448,4.9583740737157855,155.0169049970353,7,5,1
SMILES_1449,1.9300336495796828,121.22363215617911,5,3,1
SMILES_1450,2.607082490363469,305.8460015272569,7,3,3
SMILES_1451,-0.5041044075318946,437.0275844361612,18,8,1
SMILES_1452,5.602144189685366,435.42549330374237,11,4,2
SMILES_1453,1.3942976354698933,313.3056603471405,0,8,1
SMILES_1454,3.4903662963587623,541.0691302915353,3,8,2
SMILES_1455,2.847888255417204,287.4215560871445,12,3,0
SMILES_1456,2.85299854982499,283.3718851923107,16,1,3
SMILES_1457,4.214792977306313,-8.092309168679979,18,1,2
SMILES_1458,5.506893690455452,246.31644610065413,18,8,0
SMILES_1459,3.3772405049129874,402.2418041890193,4,8,0
SMILES_1460,3.982617026445789,487.6753604231645,10,2,3
SMILES_1461,3.493337305090561,200.37184395992585,6,4,1
SMILES_1462,4.526297135895939,355.4702795151658,2,4,0
SMILES_1463,2.305625430770509,425.6254838787945,10,1,1
SMILES_1464,4.613085831624621,301.3449783835079,16,1,1
SMILES_1465,4.665749798471076,26.006345096732364,10,9,1
SMILES_1466,4.623805513024365,329.6747999489103,14,0,2
SMILES_1467,2.009778198995286,391.37167488730717,18,1,1
SMILES_1468,2.7474935486442136,186.30925259778493,7,6,1
SMILES_1469,3.3592004831706523,269.5014562950736,15,0,0
SMILES_1470,0.9437369327564914,161.3404749445483,14,0,3
SMILES_1471,5.392380312129022,-8.417705829642319,2,8,2
SMILES_1472,2.981585199746736,423.2405294145188,5,1,1
SMILES_1473,3.4258918314070823,299.5501759437778,2,3,3
SMILES_1474,2.1344933404091955,491.7209996045979,4,2,1
SMILES_1475,1.0096836609494657,402.87866302874124,0,3,1
SMILES_1476,2.0939551717878437,257.49482860014615,13,6,0
SMILES_1477,3.3288062814503827,290.01832078747094,11,9,3
SMILES_1478,4.010143219130541,367.9412868924207,12,1,0
SMILES_1479,3.2426873109040804,416.0260100106892,13,1,0
SMILES_1480,3.520086024362926,338.7204756890414,11,8,1
SMILES_1481,2.494460437977935,432.6711774347381,12,5,1
SMILES_1482,3.7443728493681423,264.3997515990634,5,6,1
SMILES_1483,5.224249299578861,180.34277438571763,14,4,3
SMILES_1484,4.05718416365848,292.22288957266437,15,4,3
SMILES_1485,4.21431283237941,324.62218688834196,8,3,3
SMILES_1486,3.4410245989599466,155.8157526312856,7,7,3
SMILES_1487,0.7452673956005972,139.59334990240535,4,6,1
SMILES_1488,1.433000204053135,353.6863555768113,14,9,1
SMILES_1489,3.682313700995765,251.23717783554918,6,1,0
SMILES_1490,2.983591422059871,280.09909132055975,16,1,1
SMILES_1491,3.659764329709242,256.8368801159012,15,5,3
SMILES_1492,5.514635126766111,482.4721082115854,10,0,2
SMILES_1493,4.089053998844,451.4113392474,6,6,1
SMILES_1494,4.8883293086142325,151.51755719529984,10,7,3
SMILES_1495,3.142022084206095,236.06481443034636,1,9,0
SMILES_1496,1.7891764837733404,402.0005121563512,1,7,1
SMILES_1497,2.9132007611784885,372.23234845238903,5,2,2
SMILES_1498,1.7928722794212932,295.02504452042575,2,6,3
SMILES_1499,5.337442435158672,163.48797540429177,0,0,1
SMILES_1500,4.185586614803205,218.09519446157452,19,2,3
SMILES_1501,3.7807687449424194,237.98789189444523,15,5,2
SMILES_1502,4.853914803342155,333.23931973429205,13,8,2
SMILES_1503,-0.03008462178483806,504.4472585636685,16,4,0
SMILES_1504,3.8822069270139896,217.57437182542463,17,4,2
SMILES_1505,1.0340313235434404,176.87577029337118,3,8,1
SMILES_1506,2.9891164523015084,286.96962278064683,2,8,2
SMILES_1507,2.5324386112991784,423.80867766168706,7,5,1
SMILES_1508,3.992604918145422,126.37404398871561,3,4,1
SMILES_1509,3.342280933441433,474.43609810499373,14,9,3
SMILES_1510,5.017675760417682,279.35623654611965,12,1,1
SMILES_1511,2.09715425860108,211.88159972239515,13,7,1
SMILES_1512,4.063671584449926,107.97728558854087,13,7,0
SMILES_1513,3.243334825348248,384.7824928104753,4,6,3
SMILES_1514,0.5470645948926711,279.45945657101583,4,7,1
SMILES_1515,1.622075312215451,320.48465793054083,12,2,0
SMILES_1516,2.7751829497167475,191.90259107863633,3,2,3
SMILES_1517,4.668438674837592,261.70847588987715,17,1,2
SMILES_1518,3.6955845863356718,241.61025043743146,5,0,1
SMILES_1519,1.2487487641789285,287.92882735461507,4,2,2
SMILES_1520,2.78952565792926,219.65372083490274,2,2,3
SMILES_1521,6.026709673189545,115.89828471753343,19,6,3
SMILES_1522,3.166835002261287,627.4199694355929,2,9,0
SMILES_1523,2.509011637391407,136.3914903194983,2,8,1
SMILES_1524,3.7376094611343307,321.77508083310465,19,0,1
SMILES_1525,4.145089619372955,87.35666058911492,1,7,0
SMILES_1526,2.3157474787799113,60.35430760584301,19,0,2
SMILES_1527,3.7538621615571555,311.7391790222721,17,2,3
SMILES_1528,2.506665754993786,320.9241105321964,9,3,0
SMILES_1529,4.078991402744157,451.3798788962861,6,7,3
SMILES_1530,3.2545397369569256,347.9456209218847,19,0,2
SMILES_1531,3.7229517405793384,282.0227137505051,13,1,2
SMILES_1532,1.8612246807487434,186.0479707121995,9,4,2
SMILES_1533,1.7680704238907112,479.88144818802584,19,5,1
SMILES_1534,4.418245956989092,411.46214952602685,15,4,3
SMILES_1535,2.880905427921759,150.44046267018905,5,2,3
SMILES_1536,3.4275521131490425,304.55564738527625,16,9,0
SMILES_1537,2.5404068593702207,317.2862677831796,5,6,3
SMILES_1538,4.348090161020465,258.5215612073197,17,0,1
SMILES_1539,2.0882850299555136,392.6220582968154,9,1,0
SMILES_1540,2.7965981401486757,399.80797660178126,9,8,2
SMILES_1541,4.178989219054698,277.1417162633873,8,3,3
SMILES_1542,4.759451548746399,266.29569050428097,14,7,1
SMILES_1543,2.214361063459975,479.8750155201038,10,8,1
SMILES_1544,5.939525972933824,411.94066708346844,6,6,3
SMILES_1545,3.4698625405404244,308.68324678900615,17,0,1
SMILES_1546,1.4356076072868935,104.49491531039358,1,4,2
SMILES_1547,3.553578072884952,341.2800127566043,1,5,3
SMILES_1548,2.4255011782748133,383.77001579012017,12,7,3
SMILES_1549,3.6511027307747654,-30.542595407804747,10,9,3
SMILES_1550,2.935715628509493,330.22433379816306,18,7,0
SMILES_1551,3.1114105352852173,249.99696158451175,19,8,2
SMILES_1552,1.6326099351207812,273.4974863844538,0,8,1
SMILES_1553,4.48509184607454,191.11428566840152,16,3,3
SMILES_1554,1.2658089492734517,282.217285151563,19,5,3
SMILES_1555,1.3368526568925074,467.0389891417597,17,2,1
SMILES_1556,3.55104052372123,246.4321801421381,7,0,2
SMILES_1557,5.404266370766955,415.86882705518207,12,5,1
SMILES_1558,2.471110354403389,203.24025373444678,3,0,1
SMILES_1559,4.051458484055948,391.05074311872465,18,8,3
SMILES_1560,4.610010265295318,300.19870267463415,2,5,0
SMILES_1561,4.222026655941104,342.2429794547137,5,0,0
SMILES_1562,2.533187566239478,300.8583907316985,5,2,0
SMILES_1563,1.363429924208888,376.995027892945,5,0,0
SMILES_1564,-0.3113213485070325,-8.110214152050972,7,1,0
SMILES_1565,2.60573925080641,129.62096238509164,16,5,3
SMILES_1566,4.767131052843262,350.04965976103733,9,6,0
SMILES_1567,1.3137510228570988,54.77539753245171,4,0,1
SMILES_1568,4.050314771278148,236.3303573223349,18,9,3
SMILES_1569,1.5747712049221916,293.47909907560205,10,4,1
SMILES_1570,3.1591088645802574,200.6231834864524,9,5,0
SMILES_1571,4.061687421232527,217.01263167674716,2,3,2
SMILES_1572,2.0107568447423585,332.58986401843106,9,5,0
SMILES_1573,3.255727021045371,421.1153946935771,1,4,3
SMILES_1574,2.3773629949120068,184.98607424942304,8,6,1
SMILES_1575,4.057722988407265,230.99301645751555,4,3,2
SMILES_1576,3.3529757527269557,212.2486832007546,16,0,2
SMILES_1577,3.084761511643901,9.434429774726567,5,1,2
