compound_id,target_id,target_name,assay_id,assay_description,standard_type,standard_value,standard_units,pchembl_value,activity_type,document_id,published_year,source
CHEMBL2086376,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900231,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,0.47,nM,9.33,INHIBITION,CHEMBL3800046,2023,ChEMBL
CHEMBL2084801,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900232,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,2.09,nM,8.68,INHIBITION,CHEMBL3800046,2022,ChEMBL
CHEMBL2088435,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900233,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,93.15,nM,7.03,INHIBITION,CHEMBL3800046,2023,ChEMBL
CHEMBL2086860,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900234,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,1633.56,nM,5.79,INHIBITION,CHEMBL3800046,2022,ChEMBL
CHEMBL2073982,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900235,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,1.4,nM,8.85,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2020791,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900236,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,41.17,nM,7.39,INHIBITION,CHEMBL3800047,2022,ChEMBL
CHEMBL2024425,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900237,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1.83,nM,8.74,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2022850,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900238,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,31.24,nM,7.51,INHIBITION,CHEMBL3800047,2022,ChEMBL
CHEMBL2053147,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900239,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,28.38,nM,7.55,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2056781,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900240,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,89.14,nM,7.05,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2055206,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900241,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,7.54,nM,8.12,INHIBITION,CHEMBL3800048,2023,ChEMBL
CHEMBL2058840,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900242,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,23.97,nM,7.62,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2057265,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900243,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,9.67,nM,8.01,INHIBITION,CHEMBL3800048,2023,ChEMBL
CHEMBL2092771,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900244,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,1081.72,nM,5.97,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2091196,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900245,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,1.67,nM,8.78,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2089621,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900246,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.89,nM,9.05,INHIBITION,CHEMBL3800049,2022,ChEMBL
CHEMBL2093255,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900247,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,24.23,nM,7.62,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2023552,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900248,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),Ki,0.27,nM,9.56,INHIBITION,CHEMBL3800049,2022,ChEMBL
CHEMBL2027186,CHEMBL341,EGFR (Epidermal Growth Factor Receptor),CHEMBL1900249,Kinase inhibition assay: EGFR (Epidermal Growth Factor Receptor),IC50,0.56,nM,9.26,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2041438,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900000,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,7.16,nM,8.15,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2039863,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900001,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1.35,nM,8.87,INHIBITION,CHEMBL3800000,2023,ChEMBL
CHEMBL2043497,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900002,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,2.76,nM,8.56,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2073794,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900003,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1814.43,nM,5.74,INHIBITION,CHEMBL3800000,2023,ChEMBL
CHEMBL2029044,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900004,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,58.8,nM,7.23,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2075853,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900005,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,6.06,nM,8.22,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2074278,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900006,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.74,nM,9.13,INHIBITION,CHEMBL3800001,2022,ChEMBL
CHEMBL2009784,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900007,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,758.75,nM,6.12,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2008209,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900008,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1597.29,nM,5.8,INHIBITION,CHEMBL3800001,2022,ChEMBL
CHEMBL2011843,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900009,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,35.94,nM,7.44,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2010268,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900010,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,3693.53,nM,5.43,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2045774,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900011,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,38.83,nM,7.41,INHIBITION,CHEMBL3800002,2023,ChEMBL
CHEMBL2044199,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900012,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,13.6,nM,7.87,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2042624,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900013,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,275.35,nM,6.56,INHIBITION,CHEMBL3800002,2023,ChEMBL
CHEMBL2046258,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900014,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,36.53,nM,7.44,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2044683,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900015,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,3.51,nM,8.46,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2080189,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900016,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,107.22,nM,6.97,INHIBITION,CHEMBL3800003,2022,ChEMBL
CHEMBL2078614,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900017,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,196.28,nM,6.71,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2082248,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900018,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,40.46,nM,7.39,INHIBITION,CHEMBL3800003,2022,ChEMBL
CHEMBL2080673,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900019,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,342.96,nM,6.46,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2010970,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900020,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,0.34,nM,9.46,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2014604,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900021,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,29.16,nM,7.54,INHIBITION,CHEMBL3800004,2023,ChEMBL
CHEMBL2061413,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900022,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,158.39,nM,6.8,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2016663,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900023,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,19.32,nM,7.71,INHIBITION,CHEMBL3800004,2023,ChEMBL
CHEMBL2046960,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900024,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,40.96,nM,7.39,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2093769,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900025,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,52.6,nM,7.28,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2049019,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900026,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,107.28,nM,6.97,INHIBITION,CHEMBL3800005,2022,ChEMBL
CHEMBL2095828,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900027,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,119.07,nM,6.92,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2082950,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900028,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1035.6,nM,5.98,INHIBITION,CHEMBL3800005,2022,ChEMBL
CHEMBL2029759,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900029,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,1.36,nM,8.87,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2085009,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900030,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,8.38,nM,8.08,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2031818,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900031,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,15.44,nM,7.81,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2062115,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900032,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,42.45,nM,7.37,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2065749,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900033,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,285.46,nM,6.54,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2064174,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900034,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,180.45,nM,6.74,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2067808,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900035,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,836.09,nM,6.08,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2098105,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900036,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,140.14,nM,6.85,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2001739,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900037,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,381.55,nM,6.42,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2000164,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900038,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.65,nM,9.19,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2098589,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900039,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,4.15,nM,8.38,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2002223,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900040,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,26.46,nM,7.58,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2032520,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900041,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,229.77,nM,6.64,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2036154,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900042,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,344.55,nM,6.46,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2034579,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900043,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,49.02,nM,7.31,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2038213,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900044,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,3.75,nM,8.43,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2068510,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900045,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.39,nM,9.41,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2066935,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900046,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,791.71,nM,6.1,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2070569,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900047,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,8.65,nM,8.06,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2068994,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900048,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,141.46,nM,6.85,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2004500,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900049,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,97.08,nM,7.01,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2002925,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900050,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,28.28,nM,7.55,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2049734,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900051,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,214.26,nM,6.67,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2004984,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900052,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,54.82,nM,7.26,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2083665,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900053,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,255.6,nM,6.59,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2038915,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900054,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,119.34,nM,6.92,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2085724,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900055,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,5.55,nM,8.26,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2040974,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900056,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,25.16,nM,7.6,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2071271,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900057,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,5.61,nM,8.25,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2018080,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900058,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,145.42,nM,6.84,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2021714,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900059,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,8.5,nM,8.07,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2020139,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900060,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1341.35,nM,5.87,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2007261,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900061,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,28.31,nM,7.55,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2054070,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900062,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,7.27,nM,8.14,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2009320,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900063,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1450.51,nM,5.84,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2056129,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900064,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,141.85,nM,6.85,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2054554,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900065,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,28.35,nM,7.55,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2090060,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900066,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,3.12,nM,8.51,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2088485,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900067,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,119.37,nM,6.92,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2092119,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900068,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,9.34,nM,8.03,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2090544,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900069,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,1.14,nM,8.94,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2020841,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900070,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,8.37,nM,8.08,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2024475,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900071,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,50.47,nM,7.3,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2022900,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900072,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,13.45,nM,7.87,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2026534,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900073,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,127.05,nM,6.9,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2056831,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900074,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,25.91,nM,7.59,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2060465,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900075,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,45.26,nM,7.34,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2058890,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900076,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,14.53,nM,7.84,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2005699,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900077,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,81.64,nM,7.09,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2092821,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900078,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,12.75,nM,7.89,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2091246,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900079,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,83.37,nM,7.08,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2094880,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900080,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,4.25,nM,8.37,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2041689,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900081,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,66.99,nM,7.17,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2028811,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900082,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,3452.43,nM,5.46,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2027236,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900083,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,322.17,nM,6.49,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2074045,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900084,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,30.31,nM,7.52,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2029295,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900085,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.67,nM,9.18,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2076104,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900086,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,4.68,nM,8.33,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2063226,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900087,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,5142.04,nM,5.29,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2010035,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900088,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,951.89,nM,6.02,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2065285,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900089,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,2.27,nM,8.64,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2012094,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900090,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,7.37,nM,8.13,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2042391,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900091,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.17,nM,9.77,INHIBITION,CHEMBL3800018,2023,ChEMBL
CHEMBL2046025,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900092,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,91.07,nM,7.04,INHIBITION,CHEMBL3800018,2022,ChEMBL
